,index,song,year,artist,genre,lyrics
230024,230024,for-those-about-to-rock-we-salute-you-live,2012,ac-dc,Rock,"We roll tonight
To the guitar bite
Yeah, yeah, oh
Stand up and be counted
For what you are about to receive
We are the dealers
We'll give you everything you need
Hail hail to the good times
'Cause rock has got the right of way
We ain't no legend, ain't no cause
We're just livin' for today
For those about to rock, we salute you
For those about to rock, we salute you
We rock at dawn on the front line
Like a bolt right out of the blue
The sky's a-light with the guitar bite
Heads will roll and rock tonight
For those about to rock, we salute you
For those about to rock, we salute you
For those about to rock, we salute you
Yes we do
For those about to rock, we salute you
Oh, salute!
Oh, oh yeah
We're just a battery for hire with a guitar fire
Ready and aimed at you
Pick up your balls and load up your cannon
For a twenty-one gun salute
For those about to rock - fire
We salute you
For those about to rock, we salute you
Those about to rock - fire
We salute you
Fire
We salute you
We salute you
Come on, whoa
For those about to rock, we salute you (x4)
Shoot, shoot
Shoot, shoot
For those of you, for those who rock
Yeah
(Ain't gonna get tired, won't take a break, we salute you.)
We salute you
We salute you
Fire"
230025,230025,the-jack-live,2012,ac-dc,Rock,"She gave me the queen
She gave me the king
She was wheelin' and dealin'
Just doin' her thing
She was holdin' a pair
But I had to try
Her deuce was wild
But my ace was high
But how was I to know
That she'd been dealt with before
Said she'd never had a full house
But I should have known
From the tattoo on her left leg
And the garter on her right
She'd have the card to bring me down
If she played it right
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, jack, jack, jack, jack, jack, jack
She's got the jack
Poker face was her name
Poker face was her nature
Poker straight was a game
If she knew she could get you
She played 'em fast
And she played 'em hard
She could close her eyes
And feel every card
But how was I to know
That she'd been shuffled before
Said she'd never had a royal flush
But I should have known
That all the cards were comin'
From the bottom of the pack
And if I'd known what she was dealin' out
I'd have dealt it back
She's got the jack, she's got the jack
She's got the jack, and who knows what else?
She's got the jack, yeah, yeah
She's got the jack, she's got the jack
She's got the jack, she's got the jack
She's got the jack, jack, jack, jack, jack, jack, jack, jack
She's got the jack"
230026,230026,kicked-in-the-theeth,2012,ac-dc,Rock,"Two faced woman with the two faced lies
I hope your two faced living made you satisfied
Tell me baby I was your only one
While you've been running around town with every mother's son
Told your story about the women like you
Told your story about the things you do
I used to think that you were sugar and spice
I should've listened to my mother's advice
[Chorus]
Kicked in the teeth again
Sometimes you lose, sometimes you win
Kicked in the teeth again
Ain't this misery ever gonna end?
And I've been kicked in the teeth
Kicked in the teeth again
Two faced woman, such a crying shame
Don't know nothing, you're all the same
You run around, hope you had your fun
You never know who's gonna win till the race been run
[Chorus]"
230027,230027,t-n-t-live,2012,ac-dc,Rock,"Oi, oi, oi
Oi, oi, oi
Oi, oi, oi
Oi, oi, oi
Oi, oi, oi
See me ride out of the sunset
On your color TV screen
Out for all that I can get
If you know what I mean
Women to the left of me
And women to the right
Ain't got no gun
Ain't got no knife
Don't you start no fight
'Cause I'm T.N.T. I'm dynamite
T.N.T. and I'll win the fight
T.N.T. I'm a power load
T.N.T. watch me explode
I'm dirty, mean and mighty unclean
I'm a wanted man
Public enemy number one
Understand
So lock up your daughter
Lock up your wife
Lock up your back door
And run for your life
The man is back in town
Don't you mess me 'round
'Cause I'm T.N.T. I'm dynamite
T.N.T. and I'll win the fight
T.N.T. I'm a power load
T.N.T. watch me explode
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
T.N.T. (oi, oi, oi)
I'm dynamite (oi, oi)
T.N.T. (oi, oi, oi)
And I'll win the fight (oi, oi, oi)
T.N.T. (oi, oi, oi)
I'm a power load (oi, oi, oi)
T.N.T.
Watch me explode"
230028,230028,hell-ain-t-a-bad-place-to-be-live,2012,ac-dc,Rock,"Hey you, yeah you
Sometimes I think this woman is kinda hot
Sometimes I think this woman is sometimes not
Puts me down, fools me around
What's she doing to me?
Out for satisfaction, any piece of action
That ain't the way it should be
She needs love, smells out a man
She's gotta see
Pours my beer, licks my ear
Brings out the devil in me
Hell ain't a bad place to be
Spends my money, drinks my booze, stays out every night
And I got to thinking, hey, just a minute, something ain't right
Disillusions and confusion
Make me want to cry
All the same, you lead your games
Tellin' me your lies
Don't mind her playing a demon
As long as it's with me
If this is hell then you could say
It's heavenly
Hell ain't a bad place to be
Late at night turns down the lights
Closes up on me
Opens my heart, tears it apart
Brings out the devil in me
Hell ain't no bad place to be"
230029,230029,black-ice-live,2012,ac-dc,Rock,"Well the devil may care,
You toss 'em back and be a man,
With the last time,
Black ice,
End of it all, end of the line,
End of the road,
Black ice,
Black ice
Come on and bleeding out the crowds,
We're watching all the women go,
Many a mile I'll never take,
I run for forty miles and come up runnin' late,
Don't you know I live it down,
When the devil come a callin' I ain't gonna be around,
Black ice,
Black ice,
Black ice,
The devil come a callin' I ain't gonna be around,
Black ice
Livin' long, livin' long,
Sleep all alone, you're gonna take it all,
And I'm gonna rip it out,
I'll kick, I creep crawl down your street,
I'll gouge your eyes out,
Black ice,
Black ice,
Black ice,
Black ice,
My life,
Black ice,
My life,
Black ice,
My life,
When the devil come a callin' I ain't gonna be around,
I'll kick, I creep crawl down your street, and gouge your eyes out,
Black ice"
230030,230030,shot-down-in-flames-live,2012,ac-dc,Rock,"(Yow! One, two)
Out on the town, looking for a woman
Gonna give me good love
Anybody want to hand off me
And give me plenty of
She was standing alone over by the jukebox
Like she's something to sell
I said, baby what's the going price?
She told me to go to hell
Shot down in flames
Shot down in flames
Ain't it a shame
To be shot down in flames
Singles bar, got my eye on a honey
Hanging out everywhere
She might be straight
She might want my money
I really don't care, no
Said, baby, you're driving me crazy
Laid it out on the line
When a guy with a chip on his shoulder said
Toss off buddy she's mine
Oh!
Shot down in flames
Shot down in flames
Ain't it a shame, yea yeah
To be shot down in flames
Hey you Angus, shoot me, shoot
That's nice, woo! Uh! Oh! Oh! Wooooh!
Shot down in flames
Shot down in flames
Ain't it a shame
To be shot down in flames
Oh
Shot
Shot down in flames
Shot down in flames
Ain't it a shame
To be shot down in flames
I don't want the pain
Don't want to be shot down in flames
Ohhh"
230031,230031,big-jack-live,2012,ac-dc,Rock,"The steam is a burning,
Workin' up and down the line,
The pot is getting ready,
He's been working it so hard,
When it comes to lovin',
Big jack is on his way,
Wink of satisfaction,
His time is going on,
I'm like a bad defender,
Smoking holy Joe,
He's a big pretender, look out for jack,
He's on his way
[Chorus]
Big Jack, Big Jack,
You know it's only natural, he gets you up to scratch,
Big Jack, Big Jack,
You've got a reputation you really got the knack,
Big Jack, Big Jack,
He said that he's the only one who got a full sack,
Big Jack, look out Jack, he's always at your back.
You never leave a dollar,
Racking up the balls,
You like to get it on fast,
Back there standing tall,
When he hears the siren,
He's gonna put you on the racks,
He's got a bad reputation, climbing all over the bars
Gonna press the flesh,
Rockin' rollin' soldier,
He's the last of them all,
Well tell jack, he's on his way
[Chorus]"
230032,230032,you-shook-me-all-night,2012,ac-dc,Rock,"She was a fast machine
She kept her motor clean
She was the best damn woman I had ever seen
She had the sightless eyes
Telling me no lies
Knockin' me out with those American thighs
Taking more than her share
Had me fighting for air
She told me to come but I was already there
'Cause the walls start shaking
The earth was quaking
My mind was aching
And we were making it and you
Shook me all night long
Yeah you shook me all night long
Working double time
On the seduction line
She was one of a kind, she's just mine all mine
Wanted no applause
Just another course
Made a meal out of me and came back for more
Had to cool me down
To take another round
Now I'm back in the ring to take another swing
'Cause the walls were shaking
The earth was quaking
My mind was aching
And we were making it and you
Shook me all night long
Yeah you shook me all night long
And knocked me out and then you
Shook me all night long
You had me shakin' and you
Shook me all night long
Yeah you shook me
Well you took me
You really took me and you
Shook me all night long
Ooooh you
Shook me all night long
Yeah, yeah, you
Shook me all night long
You really took me and you
Yeah you shook me, yeah you shook me
All night long"
230033,230033,shot-down-in-flames,2012,ac-dc,Rock,"(Yow! One, two)
Out on the town, looking for a woman
Gonna give me good love
Anybody want to hand off me
And give me plenty of
She was standing alone over by the jukebox
Like she's something to sell
I said, baby what's the going price?
She told me to go to hell
Shot down in flames
Shot down in flames
Ain't it a shame
To be shot down in flames
Singles bar, got my eye on a honey
Hanging out everywhere
She might be straight
She might want my money
I really don't care, no
Said, baby, you're driving me crazy
Laid it out on the line
When a guy with a chip on his shoulder said
Toss off buddy she's mine
Oh!
Shot down in flames
Shot down in flames
Ain't it a shame, yea yeah
To be shot down in flames
Hey you Angus, shoot me, shoot
That's nice, woo! Uh! Oh! Oh! Wooooh!
Shot down in flames
Shot down in flames
Ain't it a shame
To be shot down in flames
Oh
Shot
Shot down in flames
Shot down in flames
Ain't it a shame
To be shot down in flames
I don't want the pain
Don't want to be shot down in flames
Ohhh"
230034,230034,hells-bells-live,2012,ac-dc,Rock,"I'm a rolling thunder, a pouring rain
I'm comin' on like a hurricane
My lightning's flashing across the sky
You're only young but you're gonna die
I won't take no prisoners, won't spare no lives
Nobody's putting up a fight
I got my bell, I'm gonna take you to hell
I'm gonna get you, Satan get you
Hell's bells
Yeah, hell's bells
You got me ringing hell's bells
My temperature's high, hell's bells
I'll give you black sensations up and down your spine
If you're into evil you're a friend of mine
See my white light flashing as I split the night
Cause if good's on the left,
Then I'm stickin' to the right
I won't take no prisoners, won't spare no lives
Nobody's puttin' up a fight
I got my bell, I'm gonna take you to hell
I'm gonna get you, Satan get you
Hell's bells
Yeah, hell's bells
You got me ringing hell's bells
My temperature's high, hell's bells
Yeow
Hell's bells, Satan's comin' to you
Hell's bells, he's ringing them now
Hell's bells, the temperature's high
Hell's bells, across the sky
Hell's bells, they're takin' you down
Hell's bells, they're draggin' you around
Hell's bells, gonna split the night
Hell's bells, there's no way to fight, yeah
Ow, ow, ow, ow
Hell's bells"
230035,230035,war-machine-live,2012,ac-dc,Rock,"Push your foot to the floor
Don't need no more
You've been peeking all around
While they're messing about
Better get your name, come on in
Gimme that thing and feed your war
War Machine
Make a stand, show your hand
Call in the high command
Don't think, just obey
I'm like a bird of prey
So better get your name, come on in
Gimme that thing and feed your war
War Machine
Better watch your back
And cover your tracks
Kick your foot through the door
Hit the deck, know the score
They take you by surprise
And here's mud in your eye
This will be the day they shouldn't forget
Call of the wild, hungry for more
And feed your
War Machine
Let's go.
I've seen your war
War Machine"
230036,230036,rock-n-roll-train-live,2012,ac-dc,Rock,"One hot angel
One cool devil
Your mind on the fantasy
Living on the ecstasy
Give it all, give it,
Give it what you got
Come on give it all a lot
Pick it up move it
Give it to the spot
Your mind on fantasy
Living on ecstasy
Runaway train
(running right off the track)
Runaway train
(running right off the track)
Runaway train
(running right off the track)
Yeah the runaway train
(running right off the track)
One hot ringing bell
Old school rebel
A chance for the revelry ,jam it up the agency
Shake it, take it
Take it to the spot
You know she make it really hot
Get it on, get it up
Come on give it all you got
Your mind on fantasy
Living on the ecstasy
Runaway train
(running right off the track)
Runaway train
(running right off the track)
Runaway train
(running right off the track)
Yeah the runaway train
(running right off the track)
One hot southern belle
Son of a devil
A school boy spelling bee
A school girl ain't a fantasy
One hot ringing bell
Old school rebel
Depend on the revelry
Dialing up the agency
Shake it, take it
Take it to the spot
You know
She make it really hot yeah
Get it on, get it up
Come on give it what you got
You must of sensed she liked it
Runaway train
(running right off the track)
She's coming off the track
Runaway train
(running right off the track)
Get it on, get it up
Come on give it all you got
Runaway train
(running right off the track)
Runaway train
(running right off the track)"
230037,230037,shoot-to-thrill-live,2012,ac-dc,Rock,"All you women who want a man of the street
But you don't know which way you want to turn
Just keep a coming and put your hand out to me
'Cause I'm the one who's gonna make you burn
I'm gonna take you down - down, down, down
So don't you fool around
I'm gonna pull it, pull it, pull the trigger
Shoot to thrill, play to kill
Too many women with too many pills
Shoot to thrill, play to kill
I got my gun at the ready, gonna fire at will
Yeah
I'm like evil, I get under your skin
Just like a bomb that's ready to blow
'Cause I'm illegal, I got everything
That all you women might need to know
I'm gonna take you down - yeah, down, down, down
So don't you fool around
I'm gonna pull it, pull it, pull the trigger
Shoot to thrill, play to kill
Too many women with too many pills
Shoot to thrill, play to kill
I got my gun at the ready, gonna fire at will
'Cause I shoot to thrill, and I'm ready to kill
I can't get enough, I can't get the thrill
I shoot to thrill, play to kill
Yeah, pull the trigger
Pull it,
Pull it, pull it, pull the trigger
Oh
Shoot to thrill, play to kill
Too many women, with too many pills
I said, shoot to thrill, play to kill
I got my gun at the ready, gonna fire at will
'Cause I shoot to thrill, and I'm ready to kill
And I can't get enough, and I can't get my thrill
Cause I shoot to thrill, play it again
Yeah
Shoot you down
Yeah
I'm gonna get you to the bottom and shoot you
I'm gonna shoot you
Oh hoo yeah yeah yeah
I'm gonna shoot you down yeah yeah
I'm gonna get you down
Yeah yeah yeah yeah
Shoot you, shoot you, shoot you, shoot you down
Shoot you, shoot you, shoot you down
Oh, oh, oh, oh, oh, oh, ooooooh
I'm gonna shoot to thrill
Play to kill
Shoot to thrill
Yeah, ooh yeah"
230038,230038,let-there-be-rock-live,2012,ac-dc,Rock,"In the beginning
Back in nineteen fifty five
Man didn't know about a rock 'n' roll show
And all that jive
The white man had the smoltz
The black man had the blues
No one knew what they was gonna do
But Tchaikovsky had the news
He said
Let there be sound, and there was sound
Let there be light, and there was light
Let there be drums, and there was drums
Let there be guitar, and there was guitar
Let there be rock
And it came to pass
That rock 'n' roll was born
All across the land every rockin' band
Was blowing up a storm
An the guitar man got famous
The businessman got rich
And in every bar there was a super star
With a seven year itch
There were fifteen million fingers
Learning how to play
And you could hear the fingers picking
And this is what they had to say
Let there be light
Sound
Drums
Guitar
Let there be rock
One night in a club called the shaking hand
There was a ninety two decibel rocking band
The music was good and the music was loud
And the singer turned and he said to the crowd
Let there be rock"
230039,230039,dog-eat-dog,2012,ac-dc,Rock,"Well it's a dog eat dog
Eat cat too
The French eat frog
And I eat you
Businessman, when you make a deal
Do you know who you can trust
Do you sign your life away
Do you write your name in dust
Hey, hey, hey
Every dog has his day
It's a dog eat dog
Dog eat dog
Dog eat dog
Read the news
Someone win
Someone lose
Up's above and down's below
And limbo's in between
Up you win, down you lose
It's anybody's game
Hey, hey, hey
Every dog has his day
It's a dog eat dog
Dog eat dog
And it's a eye for eye
Tooth for tooth
It's a lie
That's the truth
See a blind man on the street
Looking for something free
Hear the kind man ask his friends
Hey, what's in it for me
Hey, hey, hey
Every dog has his day
It's a dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog"
230040,230040,highway-to-hell-live,2012,ac-dc,Rock,"Living easy, living free
Season ticket on a one-way ride
Asking nothing, leave me be
Taking everything in my stride
Don't need reason, don't need rhyme
Ain't nothing I would rather do
Going down, party time
My friends are gonna be there too
I'm on the highway to hell
On the highway to hell
Highway to hell
I'm on the highway to hell
No stop signs, speed limit
Nobody's gonna slow me down
Like a wheel, gonna spin it
Nobody's gonna mess me around
Hey Satan, paid my dues
Playing in a rocking band
Hey mama, look at me
I'm on my way to the promised land, whoo!
I'm on the highway to hell
Highway to hell
I'm on the highway to hell
Highway to hell
Don't stop me
I'm on the highway to hell
On the highway to hell
I'm on the highway to hell
On the highway
Yeah, highway to hell
I'm on the highway to hell
Highway to hell
Highway to hell
And I'm going down
All the way
Whoa!
I'm on the highway to hell"
230041,230041,back-in-black-live,2012,ac-dc,Rock,"Back in black
I hit the sack
I've been too long I'm glad to be back
Yes, I'm let loose
From the noose
That's kept me hanging about
I've been looking at the sky
'Cause it's gettin' me high
Forget the hearse 'cause I never die
I got nine lives
Cat's eyes
Abusin' every one of them and running wild
'Cause I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black
Back in the back
Of a Cadillac
Number one with a bullet, I'm a power pack
Yes, I'm in a bang
With a gang
They've got to catch me if they want me to hang
'Cause I'm back on the track
And I'm beatin' the flack
Nobody's gonna get me on another rap
So look at me now
I'm just makin' my play
Don't try to push your luck, just get out of my way
'Cause I'm back
Yes, I'm back
Well, I'm back
Yes, I'm back
Well, I'm back, back
Well, I'm back in black
Yes, I'm back in black
Well, I'm back, yes I'm back
Well, I'm back, yes I'm back
Well, I'm back, back
Well I'm back in black
Yes I'm back in black
Ho yeah
Oh yeah
Yes I am
Oh yeah, yeah oh yeah
Back in now
Well I'm back, I'm back
Back, (I'm back)
Back, (I'm back)
Back, (I'm back)
Back, (I'm back)
Back
Back in black
Yes I'm back in black
Out of the sight"
230042,230042,hell-ain-t-a-bad-place-to-be,2012,ac-dc,Rock,"Hey you, yeah you
Sometimes I think this woman is kinda hot
Sometimes I think this woman is sometimes not
Puts me down, fools me around
What's she doing to me?
Out for satisfaction, any piece of action
That ain't the way it should be
She needs love, smells out a man
She's gotta see
Pours my beer, licks my ear
Brings out the devil in me
Hell ain't a bad place to be
Spends my money, drinks my booze, stays out every night
And I got to thinking, hey, just a minute, something ain't right
Disillusions and confusion
Make me want to cry
All the same, you lead your games
Tellin' me your lies
Don't mind her playing a demon
As long as it's with me
If this is hell then you could say
It's heavenly
Hell ain't a bad place to be
Late at night turns down the lights
Closes up on me
Opens my heart, tears it apart
Brings out the devil in me
Hell ain't no bad place to be"
230043,230043,dog-eat-dog-live,2012,ac-dc,Rock,"Well it's a dog eat dog
Eat cat too
The French eat frog
And I eat you
Businessman, when you make a deal
Do you know who you can trust
Do you sign your life away
Do you write your name in dust
Hey, hey, hey
Every dog has his day
It's a dog eat dog
Dog eat dog
Dog eat dog
Read the news
Someone win
Someone lose
Up's above and down's below
And limbo's in between
Up you win, down you lose
It's anybody's game
Hey, hey, hey
Every dog has his day
It's a dog eat dog
Dog eat dog
And it's a eye for eye
Tooth for tooth
It's a lie
That's the truth
See a blind man on the street
Looking for something free
Hear the kind man ask his friends
Hey, what's in it for me
Hey, hey, hey
Every dog has his day
It's a dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog
Dog eat dog"
230044,230044,whole-lotta-rosie-live,2012,ac-dc,Rock,"Wanna tell you story
About woman I know
When it comes to lovin'
She steals the show
She ain't exactly pretty
Ain't exactly small
Fourt'two thirt'ninefiftysix
You could say she's got it all
Never had a woman
Never had a woman like you
Doin' all the things
Doin' all the things you do
Ain't no fairy story
Ain't no skin and bones
But you give it all you got
Weighin' in at nineteen stone
You're a whole lotta woman
A whole lotta woman
Whole lotta Rosie
Whole lotta Rosie
Whole lotta Rosie
And you're a whole lotta woman
Honey you can do it
Do it to me all night long
Only one who turn me
Only one who turn me on
All through the night time
Right around the clock
To my surprise
Rosie never stops
She was a whole lotta woman
Whole lotta woman
Whole lotta Rosie
Whole lotta Rosie
Whole lotta Rosie
A whole lotta woman
Whole lotta woman
Whole lotta woman
Whole lotta Rosie
Whole lotta Rosie
Whole lotta Rosie
Whole lotta woman-man-man yeah
Whole lotta Rosie
Whole lotta woman
Whole lotta woman"
230045,230045,thunderstruck-live,2012,ac-dc,Rock,"Thunder, thunder, thunder, thunder
I was caught
In the middle of a railroad track
I looked round
And I knew there was no turning back
My mind raced
And I thought what could I do
And I knew
There was no help, no help from you
Sound of the drums
Beating in my heart
The thunder of guns
Tore me apart
You've been
Thunderstruck
Rode down the highway
Broke the limit, we hit the town
Went through to Texas, yeah Texas, and we had some fun
We met some girls
Some dancers who gave a good time
Broke all the rules
Played all the fools
Yeah yeah they, they, they blew our minds
And I was shaking at the knees
Could I come again please
Yeah them ladies were too kind
You've been
Thunderstruck
I was shaking at the knees
Could I come again please
Thunderstruck, Thunderstruck, Thunderstruck, Thunderstruck
It's alright, we're doin' fine
It's alright, we're doin' fine, fine, fine
Thunderstruck, yeah, yeah, yeah
Thunderstruck, Thunderstruck
Thunderstruck, baby, baby
Thunderstruck, you've been Thunderstruck
Thunderstruck, Thunderstruck
You've been Thunderstruck"
230046,230046,dirty-deeds-done-dirt-cheap-live,2012,ac-dc,Rock,"If you're havin' trouble with your high school head
He's givin' you the blues
You want to graduate but not in 'is bed [...but not in his debt]
Here's what you gotta do
Pick up the phone
I'm always home
Call me any time
Just ring
36 24 36 hey [36 24 36 hey]
I lead a life of crime
Dirty deeds done dirt cheap
Dirty deeds and they're done dirt cheap
You got problems in your life of love
You got a broken heart
(She's) he's double dealin' with your best friend
That's when the teardrops start, fella
Pick up the phone
I'm here alone
Or make a social call
Come right in
Forget about him
We'll have ourselves a ball
Dirty deeds done dirt cheap
Dirty deeds and they're done dirt cheap
If you got a lady and you want her gone
But you ain't got the guts
She keeps naggin' at you night and day
Enough to drive you nuts
Pick up the phone
Leave her alone
It's time you made a stand
For a fee
I'm happy to be
Your back door man
Dirty deeds done dirt cheap
Dirty deeds and they're done dirt cheap
Concrete shoes, cyanide, tnt
Done dirt cheap
Neckties, contracts, high voltage
Done dirt cheap"
230047,230047,credits,2006,ac-dc,Rock,"1995 EastWest Records
Produced by Rick Rubin and Mike Fraser.
All selections by Angus Young and Malcolm Young.
Angus Young: Lead guitar
Malcolm Young: Rhythm guitar
Brian Johnson: Vocals
Cliff Williams: Bass guitar
Phil Rudd: Drums"
230048,230048,wiskey-on-the-rocks,2006,ac-dc,Rock,"I've drinkin' all night long
So long baby, I'm gone
Bloody Mary, give me shivers from a shot
Set up the shooters, it's time for a drop
Old Jamaica, runnin' we come
Down at the Hatch Jack, the women and the fun
We drink a lot, that demon drop
This one's on me and here's to you
CHORUS:
Whiskey on the rocks
A double or a shot
Whiskey on the rocks
Elixir from the top
Drinkin' Mai Tai, Singapore sling
Beam me up Jim, it's time to come in
I'll have one more afore ye close up the door
It's on the house Mac, it's whiskey galore
We drink a lot, that demon drop
This one's on me, here's mud in your eye
CHORUS
I'm drinkin'
Whiskey on the rocks
Pour me a double here comes trouble on the rocks
Whiskey on the rocks"
230049,230049,ruff-stuff,2006,ac-dc,Rock,"I like 'em big
And I like 'em small
And if I had to take the oath
I would take them all
Give me that ruff stuff
It's what I want
She's a saint, she's a sinner
She's a rave, rave, rave
She's a woman, she's a winner
In every way, way, way
She don't want love
Nor cabaret that's out
She like to play around
That suits me fine
I like it better when she read my mind
You know, don't want a woman with a ball and chain
Don't want to play that game
Just give me that ruff stuff
I want ruff stuff
Baby give me ruff stuff
You don't want ruff stuff?
Don't want your face around here
Make you shake, make you shiver
Make you pray, pray, pray
Gonna make you quake, make you quiver
And turn you grey, grey, grey
I don't need brakes
They slow me down too much
They keep me out of touch
They lock me in
I like it better when I pull the pin
You know, don't want a woman with a ball and chain
Don't want to play that game
Just give me that ruff stuff
I want ruff stuff
Baby give me ruff stuff
You don't want ruff stuff?
Don't want your face around here
I like them big
And I like them small
And if they asked me to take an oath
I would have to take them all
Give me that ruff stuff
Give me that ruff stuff
I want ruff stuff
Baby give me ruff stuff
Baby want to ruff stuff
Ruff stuff Baby
Baby give me ruff stuff
Takin' all the ruff stuff
I want that
Don't want your face round here
Don't want your face round here
I don't want your face round my backyard any more"
230050,230050,sink-the-pink,2006,ac-dc,Rock,"Put your gear into fire
Lay your bullets on the ground
Turn your head to desire
There's a woman going down
She said she'll rough you up, all the way
And she gonna spit you out, count your days
She says choice is yours, casually
So why don't you do what comes naturally
[Chorus]
Sink the pink, it's all the fashion
Drink the drink, it's old-fashioned
Gimme water, gimme wine
Gonna show you a good time
Sink the pink
Sink the pink
Got a fever runnin' high
Give you wings to make you fly
She school you like a fool
She make you break the rules
She want to get a shot, hit the spot
Then I'm gonna rack 'em up, get that hot
She said make it good, satisfy
You know that woman got [Dallas | jealous] eyes
[Chorus:Repeat x2]"
230051,230051,if-you-dare,2006,ac-dc,Rock,"Honey do you love me
Love me like you do
Woman won't you come outside and play
If you dare
Woman if you love me
Love me like you do
Love me like you say
Woman won't you come outside and play
If you dare
Come on outside
If you dare
Come outside and play
Let's make it
Hey sugar baby
So hot and tasty
Come on give me some love
You're driving me wild
It's way past midnight
Why don't we take a ride
We'll make some honey
As we're cruising real slowly
Let's make it, don't waste it
Let's make it, come on and taste it
I'll be your ladies man
If you'll give me the chance
We'll keep a jumpin'
Till the music run dry
And if we take a rest
We'll smoke some cigarettes
And start a smoking
Going out of control
Let's make it, don't waste it
Let's make it, come on and taste it
Nah Nah Nah Nah
Let's not waste it
Nah Nah Nah Nah
We're gonna make it
Let's make it, don't waste it
Let's make it, come on and taste it"
230052,230052,big-gone,2006,ac-dc,Rock,"Riot on the Radio
Pictures on the TV
Invader man take what he can
Shoot out on the silver screen
Stickin' 'em up knockin' 'em down
Livin' out a fantasy
There's a bad man cruisin' around
In a big black limousine
Don't let it be wrong
Don't let it be right
Get in his way
You're dead in his sights
Big gun big gun
You're a number one
Big gun big gun
Kick the hell out of you
Terminators uzi-makers shootin' up
Hollywood
Snakes alive with a 45
Gettin' off and doing no good
If you ain't wise
They'll cannibalise
Tear the flesh off of you
Classified lady-killers
Prayin' in the human zoo
He'd saddle you up
And take you to town
Better look out
When he comes around
Big gun big gun
You're number one big gun
Big gun kick the hell out of you
Big gun big gun
Number one
Big gun big gun big gun
Got a number one
Big gun loaded and cocked
Big gun hot hot hot
Big gun ready or not
Big gun give it give it a shot
Terminator - uzi-maker
Regulator - gonna get you later
Big gun kick the hell
Out of you"
230053,230053,deep-in-the-hole,2006,ac-dc,Rock,"I've been enchained
She got shackles on me
That woman to blame
For the hell and misery
Can't find my way out of here
Shoot me down in a burnin' fear
Going down for a stretch of years
Way down below
I'm deep in, deep in
Deep in the hole
Deep in, deep in
Deep in the hole
I'm down in, down in
Down in the hole
Well I'm deep in, deep in
That woman got me deep in the hole
I'm sinkin' down
She got me down on the floor
Can't touch both walls
The further down I go
Pulls the string on my riding bow
Makes me sing when she find my load
Ain't no slave you do what you're told
You sold your soul
I'm deep in, deep in
Deep in the hole
Deep in, deep in
Deep in the hole
I'm down in, down in
Down in the hole
Well I'm deep in, deep in
That woman got me deep in the hole
I'm deep in, deep in
Deep in the hole
Deep in, deep in
Deep in the hole
I'm down in, down in
Down in the hole
I'm deep in, deep in
Deep in the hole
Deep in the hole, firing your load
Deep in the hole, save your soul
Deep in, deep in
Deep in the hole
Deep in, deep in
That woman got me deep in the hole
Deep in the hole
Deep in the hole
I'm deep in the hole"
230054,230054,first-blood-3-40,2006,ac-dc,Rock,"Got a screaming feeling, need a little loving healing
Want some of that stuff, cause I like a hot touch
Want to little squeezing, just a touch and teasing
Maybe wrong, maybe right, but I like it every night
Come on baby, down my way
Were gonna make it, night and day
I want first blood, a look in the eye
Thirst blood, a need in disguise
Bad dog come, back for more
First blood, first blood
Some like it hot, some like it not so hot
Cause I like a touch, and I want it so much
Come on baby, down my way
Were gonna make it every night and day
First blood, a look in the eye
Thirst blood, a need in disguise
Bad dog come back for more
First blood, first blood
I want first blood, a look in the eye
Thirst blood, a need in disguise
Bad dog come back for more
First blood, first blood
I want first blood, a look in the eye
Thirst blood, a need in disguise
Bad dog come back for more
First blood
You know I want a first blood
Some like it hot
First blood, all right hot shot
Bad dog, come back for more
I want first blood"
230055,230055,fly-on-the-wall,2006,ac-dc,Rock,"You can dance through the night
Rock n roll music itching to fight
Makin' love drunk or stoned
Lookin' for dollars
Get broken-boned
It's a game too tough to tame
Ends up the same
Sweatin' out the rain
I was trapped like a fly on the wall
I was caged like a zoo animal
No escape from the fate that you make
You're a snake, I've had all I can take
Watch out, there's a fly on the wall
Take a chance, take a bite
Rock n roll devil, take me tonight
Like a bitch makin' heat
Beatin' on my chest
Lickin' at my feet
It's a game too tough to tame
Ending up the same
Sweatin' in the rain
So watch out, there's a fly on the wall
I was trapped like a fly on the wall
I was caged like a zoo animal
No escape from the fate that you make
You're a snake, I've had all I can take"
